,CFU_Bef_Pick1PHS,0,1,CFU_Bef_Pick2PHS,2,3,CFU_Bef_Pick3PHS,4,5,Total CFU,6
0,10170.0,0.0,No,271.0,0.0,No,87.0,0.0,No,87.0,1
1,10475.0,0.0,No,260.0,0.0,No,48.0,0.0,No,44.0,1
2,10294.0,0.0,No,268.0,0.0,No,100.0,0.0,No,98.0,1
3,10274.0,0.0,No,388.0,0.0,No,193.0,0.0,No,191.0,1
4,10222.0,0.0,No,219.0,0.0,No,38.0,0.0,No,35.0,1
5,10304.0,0.0,No,251.0,0.0,No,72.0,0.0,No,70.0,1
6,10150.0,0.0,No,236.0,0.0,No,69.0,0.0,No,66.0,1
7,10190.0,0.0,No,212.0,0.0,No,20.0,0.0,No,20.0,1
8,10164.0,0.0,No,192.0,0.0,No,14.0,0.0,No,10.0,1
9,10238.0,0.0,No,248.0,0.0,No,61.0,0.0,No,55.0,1
10,10168.0,0.0,No,278.0,0.0,No,99.0,0.0,No,99.0,1
11,10321.0,0.0,No,268.0,0.0,No,80.0,0.0,No,80.0,1
12,10304.0,0.0,No,231.0,0.0,No,46.0,0.0,No,43.0,1
13,10465.0,0.0,No,304.0,0.0,No,116.0,0.0,No,112.0,1
14,10249.0,0.0,No,196.0,0.0,No,18.0,0.0,No,17.0,1
15,10146.0,0.0,No,224.0,0.0,No,51.0,0.0,No,51.0,1
16,10184.0,0.0,No,238.0,0.0,No,30.0,0.0,No,30.0,1
17,10152.0,10152.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,1
18,10203.0,0.0,No,283.0,0.0,No,94.0,0.0,No,93.0,1
19,10072.0,0.0,No,280.0,0.0,No,96.0,0.0,No,94.0,1
0,13258.0,0.0,No,400.0,0.0,No,146.0,0.0,No,144.0,2
1,13211.0,0.0,No,309.0,0.0,No,83.0,0.0,No,79.0,2
2,13103.0,0.0,No,364.0,0.0,No,116.0,0.0,No,111.0,2
3,13120.0,0.0,No,481.0,0.0,No,235.0,0.0,No,232.0,2
4,13156.0,0.0,No,293.0,0.0,No,49.0,0.0,No,49.0,2
5,13074.0,0.0,No,293.0,0.0,No,78.0,0.0,No,78.0,2
6,13351.0,0.0,No,312.0,229.0,No,83.0,0.0,No,83.0,2
7,13295.0,0.0,No,286.0,0.0,No,33.0,0.0,No,30.0,2
8,13388.0,0.0,No,278.0,0.0,No,34.0,0.0,No,28.0,2
9,13134.0,0.0,No,311.0,0.0,No,88.0,0.0,No,81.0,2
10,13153.0,13153.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,2
11,13177.0,0.0,No,345.0,0.0,No,109.0,0.0,No,104.0,2
12,13212.0,0.0,No,307.0,0.0,No,52.0,0.0,No,50.0,2
13,13188.0,0.0,No,418.0,0.0,No,137.0,0.0,No,133.0,2
14,13211.0,0.0,No,247.0,0.0,No,29.0,0.0,No,25.0,2
15,13113.0,0.0,No,282.0,0.0,No,55.0,0.0,No,52.0,2
16,13352.0,0.0,No,301.0,0.0,No,52.0,0.0,No,47.0,2
17,13234.0,0.0,No,272.0,0.0,No,22.0,0.0,No,19.0,2
18,13173.0,0.0,No,369.0,0.0,No,96.0,0.0,No,93.0,2
19,13311.0,0.0,No,371.0,0.0,No,112.0,0.0,No,108.0,2
0,16992.0,16992.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,3
1,17000.0,0.0,No,411.0,0.0,No,119.0,0.0,No,117.0,3
2,16831.0,0.0,No,487.0,0.0,No,163.0,0.0,No,155.0,3
3,17108.0,0.0,No,661.0,0.0,No,326.0,0.0,No,320.0,3
4,17207.0,0.0,No,399.0,0.0,No,69.0,0.0,No,66.0,3
5,16965.0,0.0,No,423.0,0.0,No,111.0,0.0,No,108.0,3
6,16930.0,0.0,No,455.0,0.0,No,145.0,0.0,No,139.0,3
7,17113.0,0.0,No,345.0,0.0,No,47.0,0.0,No,44.0,3
8,17054.0,0.0,No,365.0,0.0,No,35.0,0.0,No,30.0,3
9,17044.0,17044.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,3
10,17080.0,0.0,No,474.0,0.0,No,171.0,0.0,No,165.0,3
11,16879.0,16879.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,3
12,16864.0,0.0,No,380.0,0.0,No,70.0,0.0,No,67.0,3
13,17148.0,0.0,No,516.0,0.0,No,203.0,0.0,No,200.0,3
14,16987.0,0.0,No,353.0,0.0,No,30.0,0.0,No,28.0,3
15,17099.0,0.0,No,378.0,0.0,No,69.0,0.0,No,65.0,3
16,17009.0,0.0,No,350.0,0.0,No,37.0,0.0,No,34.0,3
17,17232.0,0.0,No,316.0,0.0,No,33.0,0.0,No,25.0,3
18,17124.0,0.0,No,440.0,0.0,No,122.0,0.0,No,121.0,3
19,17178.0,0.0,No,466.0,0.0,No,147.0,0.0,No,143.0,3
0,22035.0,0.0,No,662.0,0.0,No,252.0,0.0,No,245.0,4
1,21951.0,0.0,No,533.0,0.0,No,139.0,0.0,No,134.0,4
2,21896.0,0.0,No,570.0,0.0,No,180.0,0.0,No,174.0,4
3,22253.0,22253.0,No,0.0,0.0,Yes,0.0,0.0,Yes,0.0,4
