,Total CFU,HI,Type,ContType,Mass
0,147.0,0.0,Baseline,Uniform,Baseline
1,21.0,0.0,Baseline,Uniform,Baseline
2,157.0,0.0,Baseline,Uniform,Baseline
3,294.0,0.0,Baseline,Uniform,Baseline
4,615.0,0.0,Baseline,Uniform,Baseline
5,81.0,0.0,Baseline,Uniform,Baseline
6,726.0,0.0,Baseline,Uniform,Baseline
7,366.0,0.0,Baseline,Uniform,Baseline
8,20.0,0.0,Baseline,Uniform,Baseline
9,156.0,0.0,Baseline,Uniform,Baseline
10,842.0,0.0,Baseline,Uniform,Baseline
11,14.0,0.0,Baseline,Uniform,Baseline
12,9.0,0.0,Baseline,Uniform,Baseline
13,72.0,0.0,Baseline,Uniform,Baseline
14,490.0,0.0,Baseline,Uniform,Baseline
15,1725.0,0.0,Baseline,Uniform,Baseline
16,81.0,0.0,Baseline,Uniform,Baseline
17,171.0,0.0,Baseline,Uniform,Baseline
18,733.0,0.0,Baseline,Uniform,Baseline
19,122.0,0.0,Baseline,Uniform,Baseline
20,982.0,0.0,Baseline,Uniform,Baseline
21,2316.0,0.0,Baseline,Uniform,Baseline
22,309.0,0.0,Baseline,Uniform,Baseline
23,219.0,0.0,Baseline,Uniform,Baseline
24,240.0,0.0,Baseline,Uniform,Baseline
25,63.0,0.0,Baseline,Uniform,Baseline
26,231.0,0.0,Baseline,Uniform,Baseline
27,9.0,0.0,Baseline,Uniform,Baseline
28,398.0,0.0,Baseline,Uniform,Baseline
29,232.0,0.0,Baseline,Uniform,Baseline
30,578.0,0.0,Baseline,Uniform,Baseline
31,95.0,0.0,Baseline,Uniform,Baseline
32,164.0,0.0,Baseline,Uniform,Baseline
33,598.0,0.0,Baseline,Uniform,Baseline
34,482.0,0.0,Baseline,Uniform,Baseline
35,1151.0,0.0,Baseline,Uniform,Baseline
36,970.0,0.0,Baseline,Uniform,Baseline
37,804.0,0.0,Baseline,Uniform,Baseline
38,283.0,0.0,Baseline,Uniform,Baseline
39,330.0,0.0,Baseline,Uniform,Baseline
40,1122.0,0.0,Baseline,Uniform,Baseline
41,62.0,0.0,Baseline,Uniform,Baseline
42,425.0,0.0,Baseline,Uniform,Baseline
43,44.0,0.0,Baseline,Uniform,Baseline
44,254.0,0.0,Baseline,Uniform,Baseline
45,254.0,0.0,Baseline,Uniform,Baseline
46,2103.0,0.0,Baseline,Uniform,Baseline
47,132.0,0.0,Baseline,Uniform,Baseline
48,83.0,0.0,Baseline,Uniform,Baseline
49,83.0,0.0,Baseline,Uniform,Baseline
0,942.0,1.0,Baseline,Uniform,Baseline
1,2343.0,1.0,Baseline,Uniform,Baseline
2,315.0,1.0,Baseline,Uniform,Baseline
3,275.0,1.0,Baseline,Uniform,Baseline
4,202.0,1.0,Baseline,Uniform,Baseline
5,69.0,1.0,Baseline,Uniform,Baseline
6,265.0,1.0,Baseline,Uniform,Baseline
7,16.0,1.0,Baseline,Uniform,Baseline
8,420.0,1.0,Baseline,Uniform,Baseline
9,213.0,1.0,Baseline,Uniform,Baseline
10,563.0,1.0,Baseline,Uniform,Baseline
11,106.0,1.0,Baseline,Uniform,Baseline
12,157.0,1.0,Baseline,Uniform,Baseline
13,600.0,1.0,Baseline,Uniform,Baseline
14,499.0,1.0,Baseline,Uniform,Baseline
15,1165.0,1.0,Baseline,Uniform,Baseline
16,929.0,1.0,Baseline,Uniform,Baseline
17,859.0,1.0,Baseline,Uniform,Baseline
18,269.0,1.0,Baseline,Uniform,Baseline
19,315.0,1.0,Baseline,Uniform,Baseline
20,1083.0,1.0,Baseline,Uniform,Baseline
21,39.0,1.0,Baseline,Uniform,Baseline
22,424.0,1.0,Baseline,Uniform,Baseline
23,50.0,1.0,Baseline,Uniform,Baseline
24,226.0,1.0,Baseline,Uniform,Baseline
25,265.0,1.0,Baseline,Uniform,Baseline
26,2030.0,1.0,Baseline,Uniform,Baseline
27,99.0,1.0,Baseline,Uniform,Baseline
28,81.0,1.0,Baseline,Uniform,Baseline
29,69.0,1.0,Baseline,Uniform,Baseline
30,58.0,1.0,Baseline,Uniform,Baseline
31,1642.0,1.0,Baseline,Uniform,Baseline
32,107.0,1.0,Baseline,Uniform,Baseline
33,75.0,1.0,Baseline,Uniform,Baseline
34,1812.0,1.0,Baseline,Uniform,Baseline
35,2372.0,1.0,Baseline,Uniform,Baseline
36,103.0,1.0,Baseline,Uniform,Baseline
37,338.0,1.0,Baseline,Uniform,Baseline
38,375.0,1.0,Baseline,Uniform,Baseline
39,1046.0,1.0,Baseline,Uniform,Baseline
40,267.0,1.0,Baseline,Uniform,Baseline
41,125.0,1.0,Baseline,Uniform,Baseline
42,41.0,1.0,Baseline,Uniform,Baseline
43,692.0,1.0,Baseline,Uniform,Baseline
44,103.0,1.0,Baseline,Uniform,Baseline
45,708.0,1.0,Baseline,Uniform,Baseline
46,21.0,1.0,Baseline,Uniform,Baseline
47,102.0,1.0,Baseline,Uniform,Baseline
48,303.0,1.0,Baseline,Uniform,Baseline
49,74.0,1.0,Baseline,Uniform,Baseline
0,1120.0,2.0,Baseline,Uniform,Baseline
1,39.0,2.0,Baseline,Uniform,Baseline
2,457.0,2.0,Baseline,Uniform,Baseline
3,53.0,2.0,Baseline,Uniform,Baseline
4,263.0,2.0,Baseline,Uniform,Baseline
5,260.0,2.0,Baseline,Uniform,Baseline
6,1991.0,2.0,Baseline,Uniform,Baseline
7,123.0,2.0,Baseline,Uniform,Baseline
8,75.0,2.0,Baseline,Uniform,Baseline
9,64.0,2.0,Baseline,Uniform,Baseline
10,79.0,2.0,Baseline,Uniform,Baseline
11,1694.0,2.0,Baseline,Uniform,Baseline
12,106.0,2.0,Baseline,Uniform,Baseline
13,93.0,2.0,Baseline,Uniform,Baseline
14,1758.0,2.0,Baseline,Uniform,Baseline
15,2422.0,2.0,Baseline,Uniform,Baseline
16,87.0,2.0,Baseline,Uniform,Baseline
17,330.0,2.0,Baseline,Uniform,Baseline
18,400.0,2.0,Baseline,Uniform,Baseline
19,1088.0,2.0,Baseline,Uniform,Baseline
20,261.0,2.0,Baseline,Uniform,Baseline
21,119.0,2.0,Baseline,Uniform,Baseline
22,36.0,2.0,Baseline,Uniform,Baseline
23,661.0,2.0,Baseline,Uniform,Baseline
24,120.0,2.0,Baseline,Uniform,Baseline
25,729.0,2.0,Baseline,Uniform,Baseline
26,24.0,2.0,Baseline,Uniform,Baseline
27,110.0,2.0,Baseline,Uniform,Baseline
28,321.0,2.0,Baseline,Uniform,Baseline
29,52.0,2.0,Baseline,Uniform,Baseline
30,65.0,2.0,Baseline,Uniform,Baseline
31,931.0,2.0,Baseline,Uniform,Baseline
32,831.0,2.0,Baseline,Uniform,Baseline
33,103.0,2.0,Baseline,Uniform,Baseline
34,80.0,2.0,Baseline,Uniform,Baseline
35,1741.0,2.0,Baseline,Uniform,Baseline
36,117.0,2.0,Baseline,Uniform,Baseline
37,91.0,2.0,Baseline,Uniform,Baseline
38,213.0,2.0,Baseline,Uniform,Baseline
39,1858.0,2.0,Baseline,Uniform,Baseline
40,80.0,2.0,Baseline,Uniform,Baseline
41,254.0,2.0,Baseline,Uniform,Baseline
42,8.0,2.0,Baseline,Uniform,Baseline
43,494.0,2.0,Baseline,Uniform,Baseline
44,62.0,2.0,Baseline,Uniform,Baseline
45,80.0,2.0,Baseline,Uniform,Baseline
46,116.0,2.0,Baseline,Uniform,Baseline
47,74.0,2.0,Baseline,Uniform,Baseline
48,113.0,2.0,Baseline,Uniform,Baseline
49,239.0,2.0,Baseline,Uniform,Baseline
0,237.0,3.0,Baseline,Uniform,Baseline
1,137.0,3.0,Baseline,Uniform,Baseline
2,41.0,3.0,Baseline,Uniform,Baseline
3,707.0,3.0,Baseline,Uniform,Baseline
4,114.0,3.0,Baseline,Uniform,Baseline
5,740.0,3.0,Baseline,Uniform,Baseline
6,31.0,3.0,Baseline,Uniform,Baseline
7,117.0,3.0,Baseline,Uniform,Baseline
8,348.0,3.0,Baseline,Uniform,Baseline
9,67.0,3.0,Baseline,Uniform,Baseline
10,64.0,3.0,Baseline,Uniform,Baseline
11,912.0,3.0,Baseline,Uniform,Baseline
12,873.0,3.0,Baseline,Uniform,Baseline
13,132.0,3.0,Baseline,Uniform,Baseline
14,95.0,3.0,Baseline,Uniform,Baseline
15,1741.0,3.0,Baseline,Uniform,Baseline
16,109.0,3.0,Baseline,Uniform,Baseline
17,84.0,3.0,Baseline,Uniform,Baseline
18,224.0,3.0,Baseline,Uniform,Baseline
19,1841.0,3.0,Baseline,Uniform,Baseline
20,102.0,3.0,Baseline,Uniform,Baseline
21,276.0,3.0,Baseline,Uniform,Baseline
22,20.0,3.0,Baseline,Uniform,Baseline
23,465.0,3.0,Baseline,Uniform,Baseline
24,57.0,3.0,Baseline,Uniform,Baseline
25,74.0,3.0,Baseline,Uniform,Baseline
26,111.0,3.0,Baseline,Uniform,Baseline
27,86.0,3.0,Baseline,Uniform,Baseline
28,88.0,3.0,Baseline,Uniform,Baseline
29,247.0,3.0,Baseline,Uniform,Baseline
30,541.0,3.0,Baseline,Uniform,Baseline
31,133.0,3.0,Baseline,Uniform,Baseline
32,75.0,3.0,Baseline,Uniform,Baseline
33,237.0,3.0,Baseline,Uniform,Baseline
34,321.0,3.0,Baseline,Uniform,Baseline
35,1587.0,3.0,Baseline,Uniform,Baseline
36,277.0,3.0,Baseline,Uniform,Baseline
37,1534.0,3.0,Baseline,Uniform,Baseline
38,921.0,3.0,Baseline,Uniform,Baseline
39,116.0,3.0,Baseline,Uniform,Baseline
40,256.0,3.0,Baseline,Uniform,Baseline
41,131.0,3.0,Baseline,Uniform,Baseline
42,801.0,3.0,Baseline,Uniform,Baseline
43,458.0,3.0,Baseline,Uniform,Baseline
44,303.0,3.0,Baseline,Uniform,Baseline
45,70.0,3.0,Baseline,Uniform,Baseline
46,381.0,3.0,Baseline,Uniform,Baseline
47,786.0,3.0,Baseline,Uniform,Baseline
48,92.0,3.0,Baseline,Uniform,Baseline
49,481.0,3.0,Baseline,Uniform,Baseline
0,100.0,4.0,Baseline,Uniform,Baseline
1,294.0,4.0,Baseline,Uniform,Baseline
2,15.0,4.0,Baseline,Uniform,Baseline
3,438.0,4.0,Baseline,Uniform,Baseline
4,56.0,4.0,Baseline,Uniform,Baseline
5,75.0,4.0,Baseline,Uniform,Baseline
6,105.0,4.0,Baseline,Uniform,Baseline
7,93.0,4.0,Baseline,Uniform,Baseline
8,118.0,4.0,Baseline,Uniform,Baseline
9,238.0,4.0,Baseline,Uniform,Baseline
10,551.0,4.0,Baseline,Uniform,Baseline
11,121.0,4.0,Baseline,Uniform,Baseline
12,84.0,4.0,Baseline,Uniform,Baseline
13,225.0,4.0,Baseline,Uniform,Baseline
14,297.0,4.0,Baseline,Uniform,Baseline
15,1537.0,4.0,Baseline,Uniform,Baseline
16,264.0,4.0,Baseline,Uniform,Baseline
17,1695.0,4.0,Baseline,Uniform,Baseline
18,848.0,4.0,Baseline,Uniform,Baseline
19,121.0,4.0,Baseline,Uniform,Baseline
20,286.0,4.0,Baseline,Uniform,Baseline
21,117.0,4.0,Baseline,Uniform,Baseline
22,820.0,4.0,Baseline,Uniform,Baseline
23,493.0,4.0,Baseline,Uniform,Baseline
24,313.0,4.0,Baseline,Uniform,Baseline
25,96.0,4.0,Baseline,Uniform,Baseline
26,397.0,4.0,Baseline,Uniform,Baseline
27,814.0,4.0,Baseline,Uniform,Baseline
28,105.0,4.0,Baseline,Uniform,Baseline
29,433.0,4.0,Baseline,Uniform,Baseline
30,213.0,4.0,Baseline,Uniform,Baseline
31,411.0,4.0,Baseline,Uniform,Baseline
32,1128.0,4.0,Baseline,Uniform,Baseline
33,31.0,4.0,Baseline,Uniform,Baseline
34,267.0,4.0,Baseline,Uniform,Baseline
35,71.0,4.0,Baseline,Uniform,Baseline
36,1482.0,4.0,Baseline,Uniform,Baseline
37,210.0,4.0,Baseline,Uniform,Baseline
38,34.0,4.0,Baseline,Uniform,Baseline
39,357.0,4.0,Baseline,Uniform,Baseline
40,184.0,4.0,Baseline,Uniform,Baseline
41,1248.0,4.0,Baseline,Uniform,Baseline
42,71.0,4.0,Baseline,Uniform,Baseline
43,88.0,4.0,Baseline,Uniform,Baseline
44,350.0,4.0,Baseline,Uniform,Baseline
45,71.0,4.0,Baseline,Uniform,Baseline
46,157.0,4.0,Baseline,Uniform,Baseline
47,1068.0,4.0,Baseline,Uniform,Baseline
48,157.0,4.0,Baseline,Uniform,Baseline
49,178.0,4.0,Baseline,Uniform,Baseline
0,289.0,5.0,Baseline,Uniform,Baseline
1,124.0,5.0,Baseline,Uniform,Baseline
2,809.0,5.0,Baseline,Uniform,Baseline
3,484.0,5.0,Baseline,Uniform,Baseline
4,315.0,5.0,Baseline,Uniform,Baseline
5,80.0,5.0,Baseline,Uniform,Baseline
6,381.0,5.0,Baseline,Uniform,Baseline
7,829.0,5.0,Baseline,Uniform,Baseline
8,113.0,5.0,Baseline,Uniform,Baseline
9,484.0,5.0,Baseline,Uniform,Baseline
10,214.0,5.0,Baseline,Uniform,Baseline
11,426.0,5.0,Baseline,Uniform,Baseline
12,1149.0,5.0,Baseline,Uniform,Baseline
13,36.0,5.0,Baseline,Uniform,Baseline
14,257.0,5.0,Baseline,Uniform,Baseline
15,90.0,5.0,Baseline,Uniform,Baseline
16,1451.0,5.0,Baseline,Uniform,Baseline
17,243.0,5.0,Baseline,Uniform,Baseline
18,31.0,5.0,Baseline,Uniform,Baseline
19,390.0,5.0,Baseline,Uniform,Baseline
20,197.0,5.0,Baseline,Uniform,Baseline
21,1286.0,5.0,Baseline,Uniform,Baseline
22,71.0,5.0,Baseline,Uniform,Baseline
23,76.0,5.0,Baseline,Uniform,Baseline
24,310.0,5.0,Baseline,Uniform,Baseline
25,87.0,5.0,Baseline,Uniform,Baseline
26,150.0,5.0,Baseline,Uniform,Baseline
27,1035.0,5.0,Baseline,Uniform,Baseline
28,176.0,5.0,Baseline,Uniform,Baseline
29,197.0,5.0,Baseline,Uniform,Baseline
30,886.0,5.0,Baseline,Uniform,Baseline
31,247.0,5.0,Baseline,Uniform,Baseline
32,82.0,5.0,Baseline,Uniform,Baseline
33,457.0,5.0,Baseline,Uniform,Baseline
34,426.0,5.0,Baseline,Uniform,Baseline
35,81.0,5.0,Baseline,Uniform,Baseline
36,356.0,5.0,Baseline,Uniform,Baseline
37,197.0,5.0,Baseline,Uniform,Baseline
38,34.0,5.0,Baseline,Uniform,Baseline
39,505.0,5.0,Baseline,Uniform,Baseline
40,655.0,5.0,Baseline,Uniform,Baseline
41,1076.0,5.0,Baseline,Uniform,Baseline
42,242.0,5.0,Baseline,Uniform,Baseline
43,469.0,5.0,Baseline,Uniform,Baseline
44,208.0,5.0,Baseline,Uniform,Baseline
45,530.0,5.0,Baseline,Uniform,Baseline
46,47.0,5.0,Baseline,Uniform,Baseline
47,106.0,5.0,Baseline,Uniform,Baseline
48,506.0,5.0,Baseline,Uniform,Baseline
49,428.0,5.0,Baseline,Uniform,Baseline
0,196.0,6.0,Baseline,Uniform,Baseline
1,1299.0,6.0,Baseline,Uniform,Baseline
2,79.0,6.0,Baseline,Uniform,Baseline
3,69.0,6.0,Baseline,Uniform,Baseline
4,317.0,6.0,Baseline,Uniform,Baseline
5,96.0,6.0,Baseline,Uniform,Baseline
6,164.0,6.0,Baseline,Uniform,Baseline
7,1060.0,6.0,Baseline,Uniform,Baseline
8,136.0,6.0,Baseline,Uniform,Baseline
9,220.0,6.0,Baseline,Uniform,Baseline
10,918.0,6.0,Baseline,Uniform,Baseline
11,229.0,6.0,Baseline,Uniform,Baseline
12,76.0,6.0,Baseline,Uniform,Baseline
13,422.0,6.0,Baseline,Uniform,Baseline
14,438.0,6.0,Baseline,Uniform,Baseline
15,68.0,6.0,Baseline,Uniform,Baseline
16,393.0,6.0,Baseline,Uniform,Baseline
17,196.0,6.0,Baseline,Uniform,Baseline
18,34.0,6.0,Baseline,Uniform,Baseline
19,499.0,6.0,Baseline,Uniform,Baseline
20,681.0,6.0,Baseline,Uniform,Baseline
21,1101.0,6.0,Baseline,Uniform,Baseline
22,259.0,6.0,Baseline,Uniform,Baseline
23,511.0,6.0,Baseline,Uniform,Baseline
24,214.0,6.0,Baseline,Uniform,Baseline
25,537.0,6.0,Baseline,Uniform,Baseline
26,47.0,6.0,Baseline,Uniform,Baseline
27,108.0,6.0,Baseline,Uniform,Baseline
28,489.0,6.0,Baseline,Uniform,Baseline
29,450.0,6.0,Baseline,Uniform,Baseline
30,238.0,6.0,Baseline,Uniform,Baseline
31,357.0,6.0,Baseline,Uniform,Baseline
32,569.0,6.0,Baseline,Uniform,Baseline
33,613.0,6.0,Baseline,Uniform,Baseline
34,23.0,6.0,Baseline,Uniform,Baseline
35,134.0,6.0,Baseline,Uniform,Baseline
36,64.0,6.0,Baseline,Uniform,Baseline
37,452.0,6.0,Baseline,Uniform,Baseline
38,46.0,6.0,Baseline,Uniform,Baseline
39,664.0,6.0,Baseline,Uniform,Baseline
40,801.0,6.0,Baseline,Uniform,Baseline
41,474.0,6.0,Baseline,Uniform,Baseline
42,585.0,6.0,Baseline,Uniform,Baseline
43,199.0,6.0,Baseline,Uniform,Baseline
44,1583.0,6.0,Baseline,Uniform,Baseline
45,1953.0,6.0,Baseline,Uniform,Baseline
46,6.0,6.0,Baseline,Uniform,Baseline
47,293.0,6.0,Baseline,Uniform,Baseline
48,37.0,6.0,Baseline,Uniform,Baseline
49,558.0,6.0,Baseline,Uniform,Baseline
0,639.0,7.0,Baseline,Uniform,Baseline
1,1052.0,7.0,Baseline,Uniform,Baseline
2,260.0,7.0,Baseline,Uniform,Baseline
3,492.0,7.0,Baseline,Uniform,Baseline
4,219.0,7.0,Baseline,Uniform,Baseline
5,596.0,7.0,Baseline,Uniform,Baseline
6,44.0,7.0,Baseline,Uniform,Baseline
7,94.0,7.0,Baseline,Uniform,Baseline
8,499.0,7.0,Baseline,Uniform,Baseline
9,472.0,7.0,Baseline,Uniform,Baseline
10,267.0,7.0,Baseline,Uniform,Baseline
11,295.0,7.0,Baseline,Uniform,Baseline
12,512.0,7.0,Baseline,Uniform,Baseline
13,592.0,7.0,Baseline,Uniform,Baseline
14,27.0,7.0,Baseline,Uniform,Baseline
15,134.0,7.0,Baseline,Uniform,Baseline
16,67.0,7.0,Baseline,Uniform,Baseline
17,469.0,7.0,Baseline,Uniform,Baseline
18,51.0,7.0,Baseline,Uniform,Baseline
19,647.0,7.0,Baseline,Uniform,Baseline
20,831.0,7.0,Baseline,Uniform,Baseline
21,462.0,7.0,Baseline,Uniform,Baseline
22,640.0,7.0,Baseline,Uniform,Baseline
23,224.0,7.0,Baseline,Uniform,Baseline
24,1611.0,7.0,Baseline,Uniform,Baseline
25,1986.0,7.0,Baseline,Uniform,Baseline
26,12.0,7.0,Baseline,Uniform,Baseline
27,331.0,7.0,Baseline,Uniform,Baseline
28,21.0,7.0,Baseline,Uniform,Baseline
29,506.0,7.0,Baseline,Uniform,Baseline
30,258.0,7.0,Baseline,Uniform,Baseline
31,844.0,7.0,Baseline,Uniform,Baseline
32,75.0,7.0,Baseline,Uniform,Baseline
33,62.0,7.0,Baseline,Uniform,Baseline
34,48.0,7.0,Baseline,Uniform,Baseline
35,740.0,7.0,Baseline,Uniform,Baseline
36,312.0,7.0,Baseline,Uniform,Baseline
37,30.0,7.0,Baseline,Uniform,Baseline
38,227.0,7.0,Baseline,Uniform,Baseline
39,156.0,7.0,Baseline,Uniform,Baseline
40,1594.0,7.0,Baseline,Uniform,Baseline
41,1119.0,7.0,Baseline,Uniform,Baseline
42,69.0,7.0,Baseline,Uniform,Baseline
43,425.0,7.0,Baseline,Uniform,Baseline
44,401.0,7.0,Baseline,Uniform,Baseline
45,157.0,7.0,Baseline,Uniform,Baseline
46,32.0,7.0,Baseline,Uniform,Baseline
47,238.0,7.0,Baseline,Uniform,Baseline
48,46.0,7.0,Baseline,Uniform,Baseline
49,489.0,7.0,Baseline,Uniform,Baseline
0,774.0,8.0,Baseline,Uniform,Baseline
1,472.0,8.0,Baseline,Uniform,Baseline
2,556.0,8.0,Baseline,Uniform,Baseline
3,198.0,8.0,Baseline,Uniform,Baseline
4,1573.0,8.0,Baseline,Uniform,Baseline
5,1981.0,8.0,Baseline,Uniform,Baseline
6,11.0,8.0,Baseline,Uniform,Baseline
7,324.0,8.0,Baseline,Uniform,Baseline
8,43.0,8.0,Baseline,Uniform,Baseline
9,563.0,8.0,Baseline,Uniform,Baseline
10,267.0,8.0,Baseline,Uniform,Baseline
11,868.0,8.0,Baseline,Uniform,Baseline
12,64.0,8.0,Baseline,Uniform,Baseline
13,63.0,8.0,Baseline,Uniform,Baseline
14,55.0,8.0,Baseline,Uniform,Baseline
15,741.0,8.0,Baseline,Uniform,Baseline
16,346.0,8.0,Baseline,Uniform,Baseline
17,34.0,8.0,Baseline,Uniform,Baseline
18,222.0,8.0,Baseline,Uniform,Baseline
19,166.0,8.0,Baseline,Uniform,Baseline
20,1686.0,8.0,Baseline,Uniform,Baseline
21,1061.0,8.0,Baseline,Uniform,Baseline
22,71.0,8.0,Baseline,Uniform,Baseline
23,453.0,8.0,Baseline,Uniform,Baseline
24,375.0,8.0,Baseline,Uniform,Baseline
25,179.0,8.0,Baseline,Uniform,Baseline
26,46.0,8.0,Baseline,Uniform,Baseline
27,270.0,8.0,Baseline,Uniform,Baseline
28,38.0,8.0,Baseline,Uniform,Baseline
29,494.0,8.0,Baseline,Uniform,Baseline
30,40.0,8.0,Baseline,Uniform,Baseline
31,775.0,8.0,Baseline,Uniform,Baseline
32,84.0,8.0,Baseline,Uniform,Baseline
33,61.0,8.0,Baseline,Uniform,Baseline
34,19.0,8.0,Baseline,Uniform,Baseline
35,62.0,8.0,Baseline,Uniform,Baseline
36,39.0,8.0,Baseline,Uniform,Baseline
37,892.0,8.0,Baseline,Uniform,Baseline
38,26.0,8.0,Baseline,Uniform,Baseline
39,82.0,8.0,Baseline,Uniform,Baseline
40,277.0,8.0,Baseline,Uniform,Baseline
41,230.0,8.0,Baseline,Uniform,Baseline
42,93.0,8.0,Baseline,Uniform,Baseline
43,137.0,8.0,Baseline,Uniform,Baseline
44,191.0,8.0,Baseline,Uniform,Baseline
45,34.0,8.0,Baseline,Uniform,Baseline
46,135.0,8.0,Baseline,Uniform,Baseline
47,1148.0,8.0,Baseline,Uniform,Baseline
48,353.0,8.0,Baseline,Uniform,Baseline
49,245.0,8.0,Baseline,Uniform,Baseline
0,1627.0,9.0,Baseline,Uniform,Baseline
1,1086.0,9.0,Baseline,Uniform,Baseline
2,65.0,9.0,Baseline,Uniform,Baseline
3,458.0,9.0,Baseline,Uniform,Baseline
4,405.0,9.0,Baseline,Uniform,Baseline
5,146.0,9.0,Baseline,Uniform,Baseline
6,47.0,9.0,Baseline,Uniform,Baseline
7,242.0,9.0,Baseline,Uniform,Baseline
8,45.0,9.0,Baseline,Uniform,Baseline
9,486.0,9.0,Baseline,Uniform,Baseline
10,30.0,9.0,Baseline,Uniform,Baseline
11,832.0,9.0,Baseline,Uniform,Baseline
12,92.0,9.0,Baseline,Uniform,Baseline
13,52.0,9.0,Baseline,Uniform,Baseline
14,16.0,9.0,Baseline,Uniform,Baseline
15,74.0,9.0,Baseline,Uniform,Baseline
16,20.0,9.0,Baseline,Uniform,Baseline
17,856.0,9.0,Baseline,Uniform,Baseline
18,31.0,9.0,Baseline,Uniform,Baseline
19,94.0,9.0,Baseline,Uniform,Baseline
20,297.0,9.0,Baseline,Uniform,Baseline
21,224.0,9.0,Baseline,Uniform,Baseline
22,106.0,9.0,Baseline,Uniform,Baseline
23,126.0,9.0,Baseline,Uniform,Baseline
24,188.0,9.0,Baseline,Uniform,Baseline
25,29.0,9.0,Baseline,Uniform,Baseline
26,153.0,9.0,Baseline,Uniform,Baseline
27,1101.0,9.0,Baseline,Uniform,Baseline
28,356.0,9.0,Baseline,Uniform,Baseline
29,246.0,9.0,Baseline,Uniform,Baseline
30,1766.0,9.0,Baseline,Uniform,Baseline
31,341.0,9.0,Baseline,Uniform,Baseline
32,109.0,9.0,Baseline,Uniform,Baseline
33,140.0,9.0,Baseline,Uniform,Baseline
34,1884.0,9.0,Baseline,Uniform,Baseline
35,70.0,9.0,Baseline,Uniform,Baseline
36,153.0,9.0,Baseline,Uniform,Baseline
37,190.0,9.0,Baseline,Uniform,Baseline
38,1223.0,9.0,Baseline,Uniform,Baseline
39,1383.0,9.0,Baseline,Uniform,Baseline
40,630.0,9.0,Baseline,Uniform,Baseline
41,60.0,9.0,Baseline,Uniform,Baseline
42,295.0,9.0,Baseline,Uniform,Baseline
43,146.0,9.0,Baseline,Uniform,Baseline
44,1553.0,9.0,Baseline,Uniform,Baseline
45,895.0,9.0,Baseline,Uniform,Baseline
46,140.0,9.0,Baseline,Uniform,Baseline
47,69.0,9.0,Baseline,Uniform,Baseline
48,516.0,9.0,Baseline,Uniform,Baseline
49,306.0,9.0,Baseline,Uniform,Baseline
0,301.0,10.0,Baseline,Uniform,Baseline
1,252.0,10.0,Baseline,Uniform,Baseline
2,109.0,10.0,Baseline,Uniform,Baseline
3,152.0,10.0,Baseline,Uniform,Baseline
4,203.0,10.0,Baseline,Uniform,Baseline
5,37.0,10.0,Baseline,Uniform,Baseline
6,122.0,10.0,Baseline,Uniform,Baseline
7,1188.0,10.0,Baseline,Uniform,Baseline
8,355.0,10.0,Baseline,Uniform,Baseline
9,242.0,10.0,Baseline,Uniform,Baseline
10,1845.0,10.0,Baseline,Uniform,Baseline
11,318.0,10.0,Baseline,Uniform,Baseline
12,101.0,10.0,Baseline,Uniform,Baseline
13,157.0,10.0,Baseline,Uniform,Baseline
14,1790.0,10.0,Baseline,Uniform,Baseline
15,93.0,10.0,Baseline,Uniform,Baseline
16,136.0,10.0,Baseline,Uniform,Baseline
17,173.0,10.0,Baseline,Uniform,Baseline
18,1194.0,10.0,Baseline,Uniform,Baseline
19,1289.0,10.0,Baseline,Uniform,Baseline
20,656.0,10.0,Baseline,Uniform,Baseline
21,50.0,10.0,Baseline,Uniform,Baseline
22,319.0,10.0,Baseline,Uniform,Baseline
23,144.0,10.0,Baseline,Uniform,Baseline
24,1567.0,10.0,Baseline,Uniform,Baseline
25,919.0,10.0,Baseline,Uniform,Baseline
26,123.0,10.0,Baseline,Uniform,Baseline
27,85.0,10.0,Baseline,Uniform,Baseline
28,522.0,10.0,Baseline,Uniform,Baseline
29,345.0,10.0,Baseline,Uniform,Baseline
30,794.0,10.0,Baseline,Uniform,Baseline
31,73.0,10.0,Baseline,Uniform,Baseline
32,1498.0,10.0,Baseline,Uniform,Baseline
33,87.0,10.0,Baseline,Uniform,Baseline
34,29.0,10.0,Baseline,Uniform,Baseline
35,61.0,10.0,Baseline,Uniform,Baseline
36,588.0,10.0,Baseline,Uniform,Baseline
37,49.0,10.0,Baseline,Uniform,Baseline
38,88.0,10.0,Baseline,Uniform,Baseline
39,714.0,10.0,Baseline,Uniform,Baseline
40,1041.0,10.0,Baseline,Uniform,Baseline
41,736.0,10.0,Baseline,Uniform,Baseline
42,49.0,10.0,Baseline,Uniform,Baseline
43,147.0,10.0,Baseline,Uniform,Baseline
44,67.0,10.0,Baseline,Uniform,Baseline
45,41.0,10.0,Baseline,Uniform,Baseline
46,211.0,10.0,Baseline,Uniform,Baseline
47,241.0,10.0,Baseline,Uniform,Baseline
48,2426.0,10.0,Baseline,Uniform,Baseline
49,631.0,10.0,Baseline,Uniform,Baseline
0,586.0,11.0,Baseline,Uniform,Baseline
1,45.0,11.0,Baseline,Uniform,Baseline
2,315.0,11.0,Baseline,Uniform,Baseline
3,129.0,11.0,Baseline,Uniform,Baseline
4,1692.0,11.0,Baseline,Uniform,Baseline
5,907.0,11.0,Baseline,Uniform,Baseline
